dataset,classifier,hyperparameter,metric,value
ngrams,LogReg,30.0,precision,0.25125995289040925
ngrams,LogReg,30.0,fscore,0.18307449912169724
ngrams,LogReg,0.03,recall,0.3263327398847185
ngrams,LogReg,0.03,precision,0.25197647711122173
ngrams,LogReg,0.03,fscore,0.18605433326544216
ngrams,LogReg,0.1,recall,0.3500771610484469
ngrams,LogReg,0.1,precision,0.25152136095930083
ngrams,LogReg,0.1,fscore,0.1830056232896393
ngrams,LogReg,1.0,recall,0.3479028300146333
ngrams,LogReg,1.0,precision,0.2512444257209902
ngrams,LogReg,1.0,fscore,0.18564191031706545
ngrams,LogReg,10.0,recall,0.34165791767970727
ngrams,LogReg,10.0,precision,0.2506837475388991
ngrams,LogReg,10.0,fscore,0.18449922330127272
ngrams,LogReg,30.0,recall,0.36034135686941854
ngrams,LogReg,30.0,precision,0.2511360048582946
ngrams,LogReg,30.0,fscore,0.1829053364517309
ngrams,LogReg,0.03,recall,0.43396330680813433
ngrams,LogReg,0.03,precision,0.2508259833262237
ngrams,LogReg,0.03,fscore,0.18423218096553534
ngrams,LogReg,0.1,recall,0.4353079870321249
ngrams,LogReg,0.1,precision,0.2508369401559767
ngrams,LogReg,0.1,fscore,0.18532873628461596
ngrams,LogReg,1.0,recall,0.4027165961433202
ngrams,LogReg,1.0,precision,0.2513949289709797
ngrams,LogReg,1.0,fscore,0.18345867515257783
ngrams,LogReg,10.0,recall,0.4350501031535514
ngrams,LogReg,10.0,precision,0.25078948671960677
ngrams,LogReg,10.0,fscore,0.18502920999654507
ngrams,LogReg,30.0,recall,0.44039461496358046
ngrams,LogReg,30.0,precision,0.25133786388588764
ngrams,LogReg,30.0,fscore,0.18550092583576017
ngrams,LogReg,0.03,recall,0.3956643930781862
ngrams,LogReg,0.03,precision,0.2517928522749285
ngrams,LogReg,0.03,fscore,0.1840403916666333
ngrams,LogReg,0.1,recall,0.3394967580312408
ngrams,LogReg,0.1,precision,0.25209146547939293
ngrams,LogReg,0.1,fscore,0.18391785305378705
ngrams,LogReg,1.0,recall,0.3598843206601827
ngrams,LogReg,1.0,precision,0.25302572870621487
ngrams,LogReg,1.0,fscore,0.18863512986803815
ngrams,LogReg,10.0,recall,0.3986484779588228
ngrams,LogReg,10.0,precision,0.2525619012622412
ngrams,LogReg,10.0,fscore,0.18774660620800127
ngrams,LogReg,30.0,recall,0.4110505873436908
ngrams,LogReg,30.0,precision,0.2529554111655174
ngrams,LogReg,30.0,fscore,0.18898904853670645
ngrams,LogReg,0.03,recall,0.23864363605742914
ngrams,LogReg,0.03,precision,0.2502646602689177
ngrams,LogReg,0.03,fscore,0.18090516591033357
ngrams,LogReg,0.1,recall,0.21983653319860214
ngrams,LogReg,0.1,precision,0.25016746963197817
ngrams,LogReg,0.1,fscore,0.18235088358716897
ngrams,LogReg,1.0,recall,0.21696296998021136
ngrams,LogReg,1.0,precision,0.25007290729276566
ngrams,LogReg,1.0,fscore,0.1798011346880898
ngrams,LogReg,10.0,recall,0.23647320112837353
ngrams,LogReg,10.0,precision,0.25062618777852863
ngrams,LogReg,10.0,fscore,0.18420308375646485
ngrams,LogReg,30.0,recall,0.24312344743379227
ngrams,LogReg,30.0,precision,0.25132628242654237
ngrams,LogReg,30.0,fscore,0.18313091792267833
ngrams,LogReg,0.03,recall,0.2792656644238856
ngrams,LogReg,0.03,precision,0.2499318876168266
ngrams,LogReg,0.03,fscore,0.18352490260293172
ngrams,LogReg,0.1,recall,0.32616548687038593
ngrams,LogReg,0.1,precision,0.2506997099999084
ngrams,LogReg,0.1,fscore,0.18635965106044156
ngrams,LogReg,1.0,recall,0.3267365154586559
ngrams,LogReg,1.0,precision,0.2508612832640976
ngrams,LogReg,1.0,fscore,0.18706667668333463
ngrams,LogReg,10.0,recall,0.3269994536815395
ngrams,LogReg,10.0,precision,0.25088392117722164
ngrams,LogReg,10.0,fscore,0.18667954702179212
ngrams,LogReg,30.0,recall,0.29247390161235826
ngrams,LogReg,30.0,precision,0.25037883931064076
ngrams,LogReg,30.0,fscore,0.1851895914769639
ngrams,LogReg,0.03,recall,0.32097332743884466
ngrams,LogReg,0.03,precision,0.250383933181242
ngrams,LogReg,0.03,fscore,0.1758777881750156
ngrams,LogReg,0.1,recall,0.30905080312407895
ngrams,LogReg,0.1,precision,0.25027376667766926
ngrams,LogReg,0.1,fscore,0.17879959613769705
ngrams,LogReg,1.0,recall,0.3089587017388742
ngrams,LogReg,1.0,precision,0.25014924025625923
ngrams,LogReg,1.0,fscore,0.17847659411502087
ngrams,LogReg,10.0,recall,0.3081666298261126
ngrams,LogReg,10.0,precision,0.25015755923907934
ngrams,LogReg,10.0,fscore,0.17783860487969266
ngrams,LogReg,30.0,recall,0.30853503536693194
ngrams,LogReg,30.0,precision,0.2502083241951414
ngrams,LogReg,30.0,fscore,0.17824434873519984
stem,LogReg,0.03,recall,0.38895465291866504
stem,LogReg,0.03,precision,0.2603619396226482
stem,LogReg,0.03,fscore,0.20289206395147633
stem,LogReg,0.1,recall,0.3932716995841218
stem,LogReg,0.1,precision,0.2571935083172924
stem,LogReg,0.1,fscore,0.19969307405694647
stem,LogReg,1.0,recall,0.3705502959306466
stem,LogReg,1.0,precision,0.2531769575248567
stem,LogReg,1.0,fscore,0.18748883622896748
stem,LogReg,10.0,recall,0.3706099327993943
stem,LogReg,10.0,precision,0.2554960958407458
stem,LogReg,10.0,fscore,0.19299852606312057
stem,LogReg,30.0,recall,0.3527603053856922
stem,LogReg,30.0,precision,0.2541446972301741
stem,LogReg,30.0,fscore,0.19581429986472362
stem,LogReg,0.03,recall,0.3786772138194011
stem,LogReg,0.03,precision,0.2534297505926807
stem,LogReg,0.03,fscore,0.17549570423719174
stem,LogReg,0.1,recall,0.3004996899481815
stem,LogReg,0.1,precision,0.2503785869420513
stem,LogReg,0.1,fscore,0.21152388460182894
stem,LogReg,1.0,recall,0.3905338787579838
stem,LogReg,1.0,precision,0.2548287842015964
stem,LogReg,1.0,fscore,0.18880038578135264
stem,LogReg,10.0,recall,0.3471409999017658
stem,LogReg,10.0,precision,0.2515006655166918
stem,LogReg,10.0,fscore,0.20270052434010805
stem,LogReg,30.0,recall,0.3524676616926598
stem,LogReg,30.0,precision,0.2520037137780924
stem,LogReg,30.0,fscore,0.18913833340694777
stem,LogReg,0.03,recall,0.33978034839012644
stem,LogReg,0.03,precision,0.2561619972486558
stem,LogReg,0.03,fscore,0.19561836614617809
stem,LogReg,0.1,recall,0.33528548614567777
stem,LogReg,0.1,precision,0.2513245575511127
stem,LogReg,0.1,fscore,0.22555807688570734
stem,LogReg,1.0,recall,0.3536833010478119
stem,LogReg,1.0,precision,0.2518267802382758
stem,LogReg,1.0,fscore,0.2214279578916186
stem,LogReg,10.0,recall,0.38991037772862075
stem,LogReg,10.0,precision,0.2519100739298447
stem,LogReg,10.0,fscore,0.19137285331222234
stem,LogReg,30.0,recall,0.2829128409971015
stem,LogReg,30.0,precision,0.25106793912298075
stem,LogReg,30.0,fscore,0.20014362742919692
stem,LogReg,0.03,recall,0.3738758375367405
stem,LogReg,0.03,precision,0.25253494545690286
stem,LogReg,0.03,fscore,0.17726153559366564
stem,LogReg,0.1,recall,0.39242442926805304
stem,LogReg,0.1,precision,0.26309465114085645
stem,LogReg,0.1,fscore,0.19538822758425783
stem,LogReg,1.0,recall,0.3594763134187372
stem,LogReg,1.0,precision,0.2523576678024467
stem,LogReg,1.0,fscore,0.12737775551924044
stem,LogReg,10.0,recall,0.4000164029466678
stem,LogReg,10.0,precision,0.25977230688568637
stem,LogReg,10.0,fscore,0.20656084121984392
stem,LogReg,30.0,recall,0.2616934590821448
stem,LogReg,30.0,precision,0.25123153154082756
stem,LogReg,30.0,fscore,0.16073697348495006
stem,LogReg,0.03,recall,0.3775623076121353
stem,LogReg,0.03,precision,0.2556994213707253
stem,LogReg,0.03,fscore,0.2067287230426054
stem,LogReg,0.1,recall,0.41113667609775273
stem,LogReg,0.1,precision,0.25261914755443166
stem,LogReg,0.1,fscore,0.21731506236772885
stem,LogReg,1.0,recall,0.4179932219872188
stem,LogReg,1.0,precision,0.2531322137192259
stem,LogReg,1.0,fscore,0.18558270819781922
stem,LogReg,10.0,recall,0.38826291390906986
stem,LogReg,10.0,precision,0.2533482848773284
stem,LogReg,10.0,fscore,0.19076178577742897
stem,LogReg,30.0,recall,0.43304391295128597
stem,LogReg,30.0,precision,0.2525452795935193
stem,LogReg,30.0,fscore,0.1743279833985914
stem,LogReg,0.03,recall,0.2544366552987243
stem,LogReg,0.03,precision,0.25056421345991753
stem,LogReg,0.03,fscore,0.2092976159301074
stem,LogReg,0.1,recall,0.2335191149846322
stem,LogReg,0.1,precision,0.2502428516489994
stem,LogReg,0.1,fscore,0.17935600621134107
stem,LogReg,1.0,recall,0.31314734116458254
stem,LogReg,1.0,precision,0.2514476844900184
stem,LogReg,1.0,fscore,0.19973110324352986
stem,LogReg,10.0,recall,0.23607953349332658
stem,LogReg,10.0,precision,0.2502732744412256
stem,LogReg,10.0,fscore,0.18150767777377325
stem,LogReg,30.0,recall,0.3236442676097848
stem,LogReg,30.0,precision,0.25098453220884814
stem,LogReg,30.0,fscore,0.19587023492957495
stem,LogReg,0.03,recall,0.35103048292703465
stem,LogReg,0.03,precision,0.2545481944975222
stem,LogReg,0.03,fscore,0.19091501458309912
stem,LogReg,0.1,recall,0.39041566670877015
stem,LogReg,0.1,precision,0.2550217999967578
stem,LogReg,0.1,fscore,0.1869869518586008
stem,LogReg,1.0,recall,0.38440013052082017
stem,LogReg,1.0,precision,0.2528008179456955
stem,LogReg,1.0,fscore,0.18030760678410038
stem,LogReg,10.0,recall,0.3940297250642078
stem,LogReg,10.0,precision,0.2564965171774735
stem,LogReg,10.0,fscore,0.23466685539690021
stem,LogReg,30.0,recall,0.38390225674708434
stem,LogReg,30.0,precision,0.25462690140800875
stem,LogReg,30.0,fscore,0.19124117792622622
stem,LogReg,0.03,recall,0.318705001894657
stem,LogReg,0.03,precision,0.2521091940926177
stem,LogReg,0.03,fscore,0.21405427381067293
stem,LogReg,0.1,recall,0.3756957601785188
stem,LogReg,0.1,precision,0.252186715947756
stem,LogReg,0.1,fscore,0.20101129921983957
stem,LogReg,1.0,recall,0.247966927708307
stem,LogReg,1.0,precision,0.25113414383731975
stem,LogReg,1.0,fscore,0.18507653926699777
stem,LogReg,10.0,recall,0.3326654667171908
stem,LogReg,10.0,precision,0.2530596111534619
stem,LogReg,10.0,fscore,0.22117217660226912
stem,LogReg,30.0,recall,0.3601390467769778
stem,LogReg,30.0,precision,0.2530016262656557
stem,LogReg,30.0,fscore,0.20187601273173086
stem,LogReg,0.03,recall,0.27749686855290306
stem,LogReg,0.03,precision,0.25003615303280263
stem,LogReg,0.03,fscore,0.21647919089083467
stem,LogReg,0.1,recall,0.2856298701415396
stem,LogReg,0.1,precision,0.25146150424315444
stem,LogReg,0.1,fscore,0.18255485945720884
stem,LogReg,1.0,recall,0.31052903035661655
stem,LogReg,1.0,precision,0.25028352623573635
stem,LogReg,1.0,fscore,0.18445581973059583
stem,LogReg,10.0,recall,0.3451165823826673
stem,LogReg,10.0,precision,0.2545154052700859
stem,LogReg,10.0,fscore,0.18611111322549348
stem,LogReg,30.0,recall,0.3309863204732843
stem,LogReg,30.0,precision,0.25184021780567845
stem,LogReg,30.0,fscore,0.20271162300213164
stem,LogReg,0.03,recall,0.2211782193252967
stem,LogReg,0.03,precision,0.2501853850653288
stem,LogReg,0.03,fscore,0.1676558475961019
stem,LogReg,0.1,recall,0.3508678646136594
stem,LogReg,0.1,precision,0.2522942577226036
stem,LogReg,0.1,fscore,0.17856970587580234
stem,LogReg,1.0,recall,0.2705362502066665
stem,LogReg,1.0,precision,0.2508306687230062
stem,LogReg,1.0,fscore,0.17407685350805197
stem,LogReg,10.0,recall,0.34221190686707925
stem,LogReg,10.0,precision,0.25111042831436864
stem,LogReg,10.0,fscore,0.17735595072744195
stem,LogReg,30.0,recall,0.43553902672647415
stem,LogReg,30.0,precision,0.2556612577872093
stem,LogReg,30.0,fscore,0.18996927707070188
tf_ponderisanje,LogReg,0.03,recall,0.3698188177269675
tf_ponderisanje,LogReg,0.03,precision,0.2512670901834948
tf_ponderisanje,LogReg,0.03,fscore,0.17991429986636157
tf_ponderisanje,LogReg,0.1,recall,0.3527603053856922
tf_ponderisanje,LogReg,0.1,precision,0.2503224373040228
tf_ponderisanje,LogReg,0.1,fscore,0.18927026116633994
tf_ponderisanje,LogReg,1.0,recall,0.3593106928868228
tf_ponderisanje,LogReg,1.0,precision,0.2521777669664344
tf_ponderisanje,LogReg,1.0,fscore,0.1687360425925969
tf_ponderisanje,LogReg,10.0,recall,0.2918778478195892
tf_ponderisanje,LogReg,10.0,precision,0.25035495829492654
tf_ponderisanje,LogReg,10.0,fscore,0.18121347802970744
tf_ponderisanje,LogReg,30.0,recall,0.2820507456967114
tf_ponderisanje,LogReg,30.0,precision,0.25240636853949194
tf_ponderisanje,LogReg,30.0,fscore,0.18260064427280007
tf_ponderisanje,LogReg,0.03,recall,0.3222671751187047
tf_ponderisanje,LogReg,0.03,precision,0.25243645356417954
tf_ponderisanje,LogReg,0.03,fscore,0.173668103654262
tf_ponderisanje,LogReg,0.1,recall,0.2626454870052274
tf_ponderisanje,LogReg,0.1,precision,0.2500444678361595
tf_ponderisanje,LogReg,0.1,fscore,0.17441462161026347
tf_ponderisanje,LogReg,1.0,recall,0.2883292763041644
tf_ponderisanje,LogReg,1.0,precision,0.25213738705498007
tf_ponderisanje,LogReg,1.0,fscore,0.18335288777566144
tf_ponderisanje,LogReg,10.0,recall,0.2550845484579321
tf_ponderisanje,LogReg,10.0,precision,0.2507129547836238
tf_ponderisanje,LogReg,10.0,fscore,0.16117634872090383
tf_ponderisanje,LogReg,30.0,recall,0.2269978482059373
tf_ponderisanje,LogReg,30.0,precision,0.24996666456199831
tf_ponderisanje,LogReg,30.0,fscore,0.18179605281627337
tf_ponderisanje,LogReg,0.03,recall,0.30242476657388323
tf_ponderisanje,LogReg,0.03,precision,0.25120977989311155
tf_ponderisanje,LogReg,0.03,fscore,0.18190941750455905
tf_ponderisanje,LogReg,0.1,recall,0.3259703794567047
tf_ponderisanje,LogReg,0.1,precision,0.2515987714649613
tf_ponderisanje,LogReg,0.1,fscore,0.17990688084639944
tf_ponderisanje,LogReg,1.0,recall,0.335162056920153
tf_ponderisanje,LogReg,1.0,precision,0.2511123150208497
tf_ponderisanje,LogReg,1.0,fscore,0.17422237721930262
tf_ponderisanje,LogReg,10.0,recall,0.36529726302337434
tf_ponderisanje,LogReg,10.0,precision,0.2519909887235283
tf_ponderisanje,LogReg,10.0,fscore,0.17765624030467944
tf_ponderisanje,LogReg,30.0,recall,0.3174659579425677
tf_ponderisanje,LogReg,30.0,precision,0.25068542732622956
tf_ponderisanje,LogReg,30.0,fscore,0.17060795680188817
tf_ponderisanje,LogReg,0.03,recall,0.4288648771562865
tf_ponderisanje,LogReg,0.03,precision,0.2535485933265651
tf_ponderisanje,LogReg,0.03,fscore,0.16945915726133842
tf_ponderisanje,LogReg,0.1,recall,0.31474883032371176
tf_ponderisanje,LogReg,0.1,precision,0.2515218645157565
tf_ponderisanje,LogReg,0.1,fscore,0.14094790499268756
tf_ponderisanje,LogReg,1.0,recall,0.293139749736295
tf_ponderisanje,LogReg,1.0,precision,0.251799177739185
tf_ponderisanje,LogReg,1.0,fscore,0.07443821598978914
tf_ponderisanje,LogReg,10.0,recall,0.2998364122879054
tf_ponderisanje,LogReg,10.0,precision,0.2515407646619289
tf_ponderisanje,LogReg,10.0,fscore,0.15765131003210633
tf_ponderisanje,LogReg,30.0,recall,0.3996349403766085
tf_ponderisanje,LogReg,30.0,precision,0.2517224841050854
tf_ponderisanje,LogReg,30.0,fscore,0.17428498101944764
tf_ponderisanje,LogReg,0.03,recall,0.4017501586572817
tf_ponderisanje,LogReg,0.03,precision,0.2519792653324252
tf_ponderisanje,LogReg,0.03,fscore,0.18433069623922946
tf_ponderisanje,LogReg,0.1,recall,0.35455295858767916
tf_ponderisanje,LogReg,0.1,precision,0.25188500789469576
tf_ponderisanje,LogReg,0.1,fscore,0.18724212376516772
tf_ponderisanje,LogReg,1.0,recall,0.33256129232533027
tf_ponderisanje,LogReg,1.0,precision,0.252290295412023
tf_ponderisanje,LogReg,1.0,fscore,0.18429289600988946
tf_ponderisanje,LogReg,10.0,recall,0.42906901082613197
tf_ponderisanje,LogReg,10.0,precision,0.25333030959034325
tf_ponderisanje,LogReg,10.0,fscore,0.18918568625771073
tf_ponderisanje,LogReg,30.0,recall,0.40918412083949546
tf_ponderisanje,LogReg,30.0,precision,0.25223574087588796
tf_ponderisanje,LogReg,30.0,fscore,0.18444626182931464
tf_ponderisanje,LogReg,0.03,recall,0.3456492621363311
tf_ponderisanje,LogReg,0.03,precision,0.2509336048841894
tf_ponderisanje,LogReg,0.03,fscore,0.18070222564594354
tf_ponderisanje,LogReg,0.1,recall,0.44319712854195614
tf_ponderisanje,LogReg,0.1,precision,0.2513831892606129
tf_ponderisanje,LogReg,0.1,fscore,0.18310283856850246
tf_ponderisanje,LogReg,1.0,recall,0.42707478106185004
tf_ponderisanje,LogReg,1.0,precision,0.25127648474317776
tf_ponderisanje,LogReg,1.0,fscore,0.18247784143487347
tf_ponderisanje,LogReg,10.0,recall,0.4045428350385247
tf_ponderisanje,LogReg,10.0,precision,0.2512985725025029
tf_ponderisanje,LogReg,10.0,fscore,0.17991554060736606
tf_ponderisanje,LogReg,30.0,recall,0.445266120373879
tf_ponderisanje,LogReg,30.0,precision,0.251931951722736
tf_ponderisanje,LogReg,30.0,fscore,0.17888931839398547
tf_ponderisanje,LogReg,0.03,recall,0.4106363942570839
tf_ponderisanje,LogReg,0.03,precision,0.2527358050981119
tf_ponderisanje,LogReg,0.03,fscore,0.18453823273988015
tf_ponderisanje,LogReg,0.1,recall,0.3036856342890825
tf_ponderisanje,LogReg,0.1,precision,0.25213800056841196
tf_ponderisanje,LogReg,0.1,fscore,0.18554498878721903
tf_ponderisanje,LogReg,1.0,recall,0.4189313081554461
tf_ponderisanje,LogReg,1.0,precision,0.2526720167296382
tf_ponderisanje,LogReg,1.0,fscore,0.17287400984452486
tf_ponderisanje,LogReg,10.0,recall,0.3864910951117848
tf_ponderisanje,LogReg,10.0,precision,0.2529572259773233
tf_ponderisanje,LogReg,10.0,fscore,0.17858637230991703
tf_ponderisanje,LogReg,30.0,recall,0.3928666161424782
tf_ponderisanje,LogReg,30.0,precision,0.25152341972870806
tf_ponderisanje,LogReg,30.0,fscore,0.18416977050323327
tf_ponderisanje,LogReg,0.03,recall,0.24267241379310345
tf_ponderisanje,LogReg,0.03,precision,0.2506656493173091
tf_ponderisanje,LogReg,0.03,fscore,0.1776326611512375
tf_ponderisanje,LogReg,0.1,recall,0.2530967117174014
tf_ponderisanje,LogReg,0.1,precision,0.2506436371597214
tf_ponderisanje,LogReg,0.1,fscore,0.17524356459554338
tf_ponderisanje,LogReg,1.0,recall,0.26876868342385585
tf_ponderisanje,LogReg,1.0,precision,0.25117529418305556
tf_ponderisanje,LogReg,1.0,fscore,0.17545943965085908
tf_ponderisanje,LogReg,10.0,recall,0.3066644562334217
tf_ponderisanje,LogReg,10.0,precision,0.2517306792017202
tf_ponderisanje,LogReg,10.0,fscore,0.18091513242109616
tf_ponderisanje,LogReg,30.0,recall,0.2630457664940424
tf_ponderisanje,LogReg,30.0,precision,0.25069860551889445
tf_ponderisanje,LogReg,30.0,fscore,0.18662264769668738
tf_ponderisanje,LogReg,0.03,recall,0.3484424532574238
tf_ponderisanje,LogReg,0.03,precision,0.25291116802604313
tf_ponderisanje,LogReg,0.03,fscore,0.1880760565526798
tf_ponderisanje,LogReg,0.1,recall,0.3153085306549352
tf_ponderisanje,LogReg,0.1,precision,0.25226147793871906
tf_ponderisanje,LogReg,0.1,fscore,0.18602470687627515
tf_ponderisanje,LogReg,1.0,recall,0.2337551127500665
tf_ponderisanje,LogReg,1.0,precision,0.2497441506719924
tf_ponderisanje,LogReg,1.0,fscore,0.1687927153362884
tf_ponderisanje,LogReg,10.0,recall,0.28388084237274736
tf_ponderisanje,LogReg,10.0,precision,0.2501795292880815
tf_ponderisanje,LogReg,10.0,fscore,0.18614214307026497
tf_ponderisanje,LogReg,30.0,recall,0.23101419799012315
tf_ponderisanje,LogReg,30.0,precision,0.24988529196859655
tf_ponderisanje,LogReg,30.0,fscore,0.1815012001744455
tf_ponderisanje,LogReg,0.03,recall,0.3034924845269673
tf_ponderisanje,LogReg,0.03,precision,0.2501459585205881
tf_ponderisanje,LogReg,0.03,fscore,0.17825736972022035
tf_ponderisanje,LogReg,0.1,recall,0.24299108458591218
tf_ponderisanje,LogReg,0.1,precision,0.24987332709124407
tf_ponderisanje,LogReg,0.1,fscore,0.17054909499588988
tf_ponderisanje,LogReg,1.0,recall,0.3435537791220087
tf_ponderisanje,LogReg,1.0,precision,0.2510624406640951
tf_ponderisanje,LogReg,1.0,fscore,0.188912183967634
tf_ponderisanje,LogReg,10.0,recall,0.3430835004636518
tf_ponderisanje,LogReg,10.0,precision,0.2548225442436366
tf_ponderisanje,LogReg,10.0,fscore,0.18864627173730952
tf_ponderisanje,LogReg,30.0,recall,0.28997200117889776
tf_ponderisanje,LogReg,30.0,precision,0.25008272497192524
tf_ponderisanje,LogReg,30.0,fscore,0.16644091839966343
no_preprocessing,MNB,0.0,recall,0.2498894864805128
no_preprocessing,MNB,0.0,precision,0.24875320865419875
no_preprocessing,MNB,0.0,fscore,0.2493200529256101
no_preprocessing,MNB,0.0,recall,0.24725558093273411
no_preprocessing,MNB,0.0,precision,0.24872155932705847
no_preprocessing,MNB,0.0,fscore,0.24798640360600016
no_preprocessing,MNB,0.0,recall,0.2477528917704266
no_preprocessing,MNB,0.0,precision,0.2487241124260355
no_preprocessing,MNB,0.0,fscore,0.24823755213523788
no_preprocessing,MNB,0.0,recall,0.28860912596085364
no_preprocessing,MNB,0.0,precision,0.25173497100740533
no_preprocessing,MNB,0.0,fscore,0.2533591754889592
no_preprocessing,MNB,0.0,recall,0.2708333333333333
no_preprocessing,MNB,0.0,precision,0.29051163586584533
no_preprocessing,MNB,0.0,fscore,0.2771989251922362
no_preprocessing,MNB,0.0,recall,0.2482316534040672
no_preprocessing,MNB,0.0,precision,0.24870810571386387
no_preprocessing,MNB,0.0,fscore,0.2484696511542149
no_preprocessing,MNB,0.0,recall,0.31043692897141173
no_preprocessing,MNB,0.0,precision,0.2555736748283332
no_preprocessing,MNB,0.0,fscore,0.2605712660315266
no_preprocessing,MNB,0.0,recall,0.28940097259062775
no_preprocessing,MNB,0.0,precision,0.2527607280260432
no_preprocessing,MNB,0.0,fscore,0.25554572606826736
no_preprocessing,MNB,0.0,recall,0.28619584438549955
no_preprocessing,MNB,0.0,precision,0.25043545195626227
no_preprocessing,MNB,0.0,fscore,0.24984345771530345
no_preprocessing,MNB,0.0,recall,0.23436118479221926
no_preprocessing,MNB,0.0,precision,0.2488655034817307
no_preprocessing,MNB,0.0,fscore,0.24139566652753003
freq_filt,MNB,0.0,recall,0.24996088249100298
freq_filt,MNB,0.0,precision,0.24871555347968238
freq_filt,MNB,0.0,fscore,0.2493366630248166
freq_filt,MNB,0.0,recall,0.2466750117352527
freq_filt,MNB,0.0,precision,0.24869853289162328
freq_filt,MNB,0.0,fscore,0.24768263943440688
freq_filt,MNB,0.0,recall,0.24839618213112188
freq_filt,MNB,0.0,precision,0.24870750430831898
freq_filt,MNB,0.0,fscore,0.2485517457335212
freq_filt,MNB,0.0,recall,0.2884981484379075
freq_filt,MNB,0.0,precision,0.2517898434931969
freq_filt,MNB,0.0,fscore,0.25341879436754955
freq_filt,MNB,0.0,recall,0.2708333333333333
freq_filt,MNB,0.0,precision,0.2904986243056637
freq_filt,MNB,0.0,fscore,0.27719238907968224
freq_filt,MNB,0.0,recall,0.2491198560475669
freq_filt,MNB,0.0,precision,0.2487112395532297
freq_filt,MNB,0.0,fscore,0.24891538010553058
freq_filt,MNB,0.0,recall,0.3107397120951338
freq_filt,MNB,0.0,precision,0.25669893977474856
freq_filt,MNB,0.0,fscore,0.2625403285576513
freq_filt,MNB,0.0,recall,0.31052456579565013
freq_filt,MNB,0.0,precision,0.25597566275532374
freq_filt,MNB,0.0,fscore,0.2613248290451656
freq_filt,MNB,0.0,recall,0.2658420524784659
freq_filt,MNB,0.0,precision,0.24942549748763262
freq_filt,MNB,0.0,fscore,0.24725496232524408
freq_filt,MNB,0.0,recall,0.23619043893279087
freq_filt,MNB,0.0,precision,0.24882542037586547
freq_filt,MNB,0.0,fscore,0.24234335487496492
lowercase,MNB,0.0,recall,0.2498894864805128
lowercase,MNB,0.0,precision,0.24875320865419875
lowercase,MNB,0.0,fscore,0.2493200529256101
lowercase,MNB,0.0,recall,0.24701613497384514
lowercase,MNB,0.0,precision,0.24872032640949554
lowercase,MNB,0.0,fscore,0.24786530144531102
lowercase,MNB,0.0,recall,0.24813968908863185
lowercase,MNB,0.0,precision,0.2487260911306403
lowercase,MNB,0.0,fscore,0.24843254407317253
lowercase,MNB,0.0,recall,0.28860912596085364
lowercase,MNB,0.0,precision,0.25173497100740533
lowercase,MNB,0.0,fscore,0.2533591754889592
lowercase,MNB,0.0,recall,0.2708333333333333
lowercase,MNB,0.0,precision,0.29051163586584533
lowercase,MNB,0.0,fscore,0.2771989251922362
lowercase,MNB,0.0,recall,0.24825007368110816
lowercase,MNB,0.0,precision,0.2487082010777294
lowercase,MNB,0.0,fscore,0.24847892621409345
lowercase,MNB,0.0,recall,0.31056587091069854
lowercase,MNB,0.0,precision,0.2556357119342117
lowercase,MNB,0.0,fscore,0.26073621394522295
lowercase,MNB,0.0,recall,0.28969569702328324
lowercase,MNB,0.0,precision,0.2533034697668844
lowercase,MNB,0.0,fscore,0.2565434825258148
lowercase,MNB,0.0,recall,0.28614058355437666
lowercase,MNB,0.0,precision,0.2504130979899609
lowercase,MNB,0.0,fscore,0.2497743802091628
lowercase,MNB,0.0,recall,0.23436118479221926
lowercase,MNB,0.0,precision,0.2488655034817307
lowercase,MNB,0.0,fscore,0.24139566652753003
ngrams,MNB,0.0,recall,0.24963162160170926
ngrams,MNB,0.0,precision,0.24875192717127964
ngrams,MNB,0.0,fscore,0.24919099801426786
ngrams,MNB,0.0,recall,0.24708981065350327
ngrams,MNB,0.0,precision,0.24872070602195195
ngrams,MNB,0.0,fscore,0.24790257604316812
ngrams,MNB,0.0,recall,0.24817652692846093
ngrams,MNB,0.0,precision,0.24872627925865762
ngrams,MNB,0.0,fscore,0.24845109898215076
ngrams,MNB,0.0,recall,0.2883880989218792
ngrams,MNB,0.0,precision,0.25153997191515765
ngrams,MNB,0.0,fscore,0.2529073858182496
ngrams,MNB,0.0,recall,0.2707780765735897
ngrams,MNB,0.0,precision,0.2766224928074851
ngrams,MNB,0.0,fscore,0.2732030399456703
ngrams,MNB,0.0,recall,0.24813955201886237
ngrams,MNB,0.0,precision,0.24870762868325824
ngrams,MNB,0.0,fscore,0.24842326559215136
ngrams,MNB,0.0,recall,0.31038166814028884
ngrams,MNB,0.0,precision,0.2560097931575893
ngrams,MNB,0.0,fscore,0.26127015015412497
ngrams,MNB,0.0,recall,0.2890509873268494
ngrams,MNB,0.0,precision,0.2526652334778099
ngrams,MNB,0.0,fscore,0.2552126048247072
ngrams,MNB,0.0,recall,0.30701075744179196
ngrams,MNB,0.0,precision,0.25127346210086626
ngrams,MNB,0.0,fscore,0.25142010529798675
ngrams,MNB,0.0,recall,0.23426908340701444
ngrams,MNB,0.0,precision,0.24886505948653725
ngrams,MNB,0.0,fscore,0.24134659177167145
stem,MNB,0.0,recall,0.2703728603354699
stem,MNB,0.0,precision,0.25775313798749006
