,pair_id,comment,Komentar,code,"upit
","pretvaranje int u string
","red sa prioritetom
","pretvaranje string u datum
","sortiranje string liste
","čuvanje liste u datoteku
","postgresql konekcija
","konfuziona matrica
","postavljanje radnog direktorijuma
","grupisanje po izbrojanim podacima
","binomna raspodela
","aes šifrovanje
","linearna regresija
","vreme tolerisanja za prijem na soketu
","upisivanje u csv datoteku
","pretvaranje decimalnog u heksadecimalni broj
","izvoz podataka u excel
","dijagram rasejanja
","pretvaranje json u csv
","lepo ispiši json
","zamena delova datoteke
","klasterizacija metodom k-srednjih vrednosti
","povezivanje na sql server
","html šifrovan string
","određivanje proteklog vremena korišćenjem časovnika
","parsiranje binarne datoteke u prilagođenu klasu
","dohvatanje trenutne ip adrese
","pretvaranje int u bool
","isčitavanje tekstualne datoteke liniju po liniju
","dohvatanje putanje izvršavanja
","odprema json datoteke pomoću HttpClient POST zahteva
","dohvatanje unutrašnjeg svojstva html taga
","pretvaranje string u broj
","formatiranje datuma
","nepromenjivi (readonly) niz
","filtriranje niza
","mapa u json
","parsiranje json datoteke
","dohvati trenutnu vrednost posmatrača
","dohvati naziv za vrednost enumerisanog tipa podatka
","šifriraj url
","kreiraj kolačić
","kako isprazniti niz
","kako dohvatiti današnji datum
","kako štiklirati checkbox
","inicijalizacija niza
","kako obrnuti string
","pročitaj svojstva datoteke
","prekopiraj u klibord
","pretvaranje html stranice u pdf
","konverzija json u xml datoteku
","kako nasumično izabrati broj
","normalna raspodela
","Nelder-Mead optimizacija
","hashset za određivanje broja različitih elemenata
","kako dohvatiti naziv tabele iz baze
","deserializacija json-a
","pronađi int unutar stringa
","dohvatanje jedinstvenog identifikatora trenutnog procesa
","regex ne razlikuje velika i mala slova
","prilagođeni http odgovor greške
","kako odrediti da li je string valida reč
","zamena http entiteta
","sakrij atribute datoteke
","sortiraj više nizova na osnovu redosleda drugih sortiranih nizova
","levenshteinova slicnost stringova
","kako dohvatiti html kod sa veb sajta
","baferisano čitanje teksta čitačem fajlova
","aes šifrovanje u ctr načinu rada
","matrica množenja
","štampanje rezimea modela
","jedinstveni elementi
","izvlačenje podataka iz sadržaja html koda
",toplotna mapa iz 3d koordinata,"dohvatanje svih roditelja xml čvora
","kako rekurzivno raspakovati zip datoteku
","podvuci tekst u label vidžetu
","raspakivanje velikih datoteka
","kopiranje putanje fajla
","dohvati opis http statusnog koda
","nasumično izvuci x stavki iz liste
","konvertuj string datum u yyyymmdd format
","pretvoriti utc vreme u epohu
","sve permutacije liste
","izvuci geografsku širinu i dužinu iz datog unosa
","kako proveriti da je checkbox štikliran
",pretvoriti uint8 niz u sliku,"memoizacija na disk - persistentna memoizacija
","parsiranje argumenata komandne linije
","kako pročitati sadržaj iz .gz zapakovanog fajla
","slanje binarnih podataka preko seriske veze
","otpakovanje podataka iz tekstualne datoteke
","pozicije podstingova u stringu
","čitanje elemenata iz html-a - <td>
","oduzimanje medijana iz svake kolone
","uklanjanja zaglavlja prilikom spajanja nekoliko datoteka
","parsiranje query stringa u url-u
","rangiranje fazi članova na osnovu stepena podudaranja
","izlaz u html datoteku
",kako efikasno pročitati .csv datoteku
94,CachetHQ_Cachet_2015_01_05_202730_CreateMetricPointsTable_1185, Reverse the migrations.\n,Poništi migracije,    public function down()    {        Schema::drop('metric_points');    },0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,CachetHQ_Cachet_2015_01_05_202826_CreateMetricsTable_1186, Run the migrations.\n,Pokreni migraciju,"    public function up()    {        Schema::create('metrics', function (Blueprint $table) {            $table->engine = 'InnoDB';            $table->increments('id');            $table->string('name');            $table->string('suffix');            $table->text('description');            $table->decimal('default_value', 10, 3);            $table->tinyInteger('calc_type');            $table->boolean('display_chart')->default(1);            $table->timestamps();            $table->index('display_chart');        });    }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,CachetHQ_Cachet_ComponentGroupTest_1213, This is the component group test class.\n\n @author James Brooks <james@alt-three.com>\n @author Graham Campbell <graham@alt-three.com>\n,Ovo je klasa koja ispituje grupaciju komponenti.,"class ComponentGroupTest extends AbstractApiTestCase{    const COMPONENT_GROUP_1_NAME = 'Component Group 1';    const COMPONENT_GROUP_2_NAME = 'Component Group 2';    public function test_can_get_all_component_groups()    {        $groups = factory(ComponentGroup::class, 2)            ->create(['visible' => ComponentGroup::VISIBLE_GUEST]);        $response = $this->json('GET', '/api/v1/components/groups');        $response->assertStatus(200);        $response->assertJsonFragment([            [                'id'                        => $groups[0]->id,                'name'                      => $groups[0]->name,                'created_at'                => (string) $groups[0]->created_at,                'updated_at'                => (string) $groups[0]->updated_at,                'order'                     => $groups[0]->order,                'collapsed'                 => $groups[0]->collapsed,                'visible'                   => $groups[0]->visible,                'enabled_components'        => $groups[0]->enabled_components,                'enabled_components_lowest' => $groups[0]->enabled_components_lowest,                'lowest_human_status'       => $groups[0]->lowest_human_status,            ],        ]);        $response->assertJsonFragment([            [                'id'                        => $groups[1]->id,                'name'                      => $groups[1]->name,                'created_at'                => (string) $groups[1]->created_at,                'updated_at'                => (string) $groups[1]->updated_at,                'order'                     => $groups[1]->order,                'collapsed'                 => $groups[1]->collapsed,                'visible'                   => $groups[1]->visible,                'enabled_components'        => $groups[1]->enabled_components,                'enabled_components_lowest' => $groups[1]->enabled_components_lowest,                'lowest_human_status'       => $groups[1]->lowest_human_status,            ],        ]);    }    public function test_cannot_get_invalid_component_group()    {        $response = $this->json('GET', '/api/v1/components/groups/1');        $response->assertStatus(404);    }    public function test_cannot_create_component_group_without_authorization()    {        $this->doesntExpectEvents(ComponentGroupWasCreatedEvent::class);        $response = $this->json('POST', '/api/v1/components/groups');        $response->assertStatus(401);    }    public function test_cannot_create_component_group_without_data()    {        $this->beUser();        $this->doesntExpectEvents(ComponentGroupWasCreatedEvent::class);        $response = $this->json('POST', '/api/v1/components/groups');        $response->assertStatus(400);    }    public function test_can_create_new_component_group()    {        $this->beUser();        $this->expectsEvents(ComponentGroupWasCreatedEvent::class);        $response = $this->json('POST', '/api/v1/components/groups', [            'name'      => 'Foo',            'order'     => 1,            'collapsed' => 1,            'visible'   => ComponentGroup::VISIBLE_GUEST,        ]);        $response->assertStatus(200);        $response->assertJsonFragment([            'name'      => 'Foo',            'order'     => 1,            'collapsed' => 1,            'visible'   => ComponentGroup::VISIBLE_GUEST,        ]);    }    public function test_can_get_single_component_group()    {        $group = factory(ComponentGroup::class)->create();        $response = $this->json('GET', '/api/v1/components/groups/1');        $response->assertStatus(200);        $response->assertJsonFragment(['name' => $group->name]);    }    public function test_can_update_component_group()    {        $this->beUser();        $group = factory(ComponentGroup::class)->create();        $this->expectsEvents(ComponentGroupWasUpdatedEvent::class);        $response = $this->json('PUT', '/api/v1/components/groups/1', [            'name' => 'Lorem Ipsum Groupous',        ]);        $response->assertStatus(200);        $response->assertJsonFragment(['name' => 'Lorem Ipsum Groupous']);    }    public function test_can_delete_component_group()    {        $this->beUser();        $group = factory(ComponentGroup::class)->create();        $this->expectsEvents(ComponentGroupWasRemovedEvent::class);        $response = $this->json('DELETE', '/api/v1/components/groups/1');        $response->assertStatus(204);    }    public function test_only_public_component_groups_are_shown_for_a_guest()    {        $this->createComponentGroups();        $response = $this->json('GET', '/api/v1/components/groups');        $response->assertStatus(200);        $response->assertJsonFragment(['name' => self::COMPONENT_GROUP_1_NAME]);    }    public function test_all_component_groups_are_displayed_for_logged_in_users()    {        $this->createComponentGroups()            ->signIn();        $response = $this->json('GET', '/api/v1/components/groups');        $response->assertStatus(200);        $response->assertJsonFragment(['name' => self::COMPONENT_GROUP_1_NAME]);    }    /**     * Set up the needed data for the tests.     *     * @return $this     */    protected function createComponentGroups()    {        $this->createComponentGroup(self::COMPONENT_GROUP_1_NAME, ComponentGroup::VISIBLE_GUEST)            ->createComponentGroup(self::COMPONENT_GROUP_2_NAME, ComponentGroup::VISIBLE_AUTHENTICATED);        return $this;    }    /**     * Create a component group.     *     * Also attaches a creator if any given as a parameter or exists in the test class.     *     * @param string $name     * @param string $visible     *     * @return $this     */    protected function createComponentGroup($name, $visible)    {        factory(ComponentGroup::class)            ->create(['name' => $name, 'visible' => $visible]);        return $this;    }}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,CachetHQ_Cachet_CreateComponentCommand_1165, This is the create component command class.\n\n @author James Brooks <james@alt-three.com>\n,Ovo je klasa koja pravi komponente naredbi.,"final class CreateComponentCommand{    /**     * The component name.     *     * @var string     */    public $name;    /**     * The component description.     *     * @var string     */    public $description;    /**     * The component status.     *     * @var int     */    public $status;    /**     * The component link.     *     * @var string     */    public $link;    /**     * The component order.     *     * @var int     */    public $order;    /**     * The component group.     *     * @var int     */    public $group_id;    /**     * Is the component enabled?     *     * @var bool     */    public $enabled;    /**     * JSON meta data for the component.     *     * @var array|null     */    public $meta;    /**     * Tags string.     *     * @var string     */    public $tags;    /**     * The validation rules.     *     * @var string[]     */    public $rules = [        'name'        => 'required|string',        'description' => 'nullable|string',        'status'      => 'required|int|min:0|max:4',        'link'        => 'nullable|url',        'order'       => 'nullable|int',        'group_id'    => 'nullable|int',        'enabled'     => 'nullable|bool',        'meta'        => 'nullable|array',        'tags'        => 'nullable|string',    ];    /**     * Create a new add component command instance.     *     * @param string      $name     * @param string      $description     * @param int         $status     * @param string      $link     * @param int         $order     * @param int         $group_id     * @param bool        $enabled     * @param array|null  $meta     * @param string|null $tags     *     * @return void     */    public function __construct($name, $description, $status, $link, $order, $group_id, $enabled, $meta, $tags = null)    {        $this->name = $name;        $this->description = $description;        $this->status = (int) $status;        $this->link = $link;        $this->order = $order;        $this->group_id = $group_id;        $this->enabled = $enabled;        $this->meta = $meta;        $this->tags = $tags;    }}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,CachetHQ_Cachet_IncidentTemplateTest_1218, This is the incident template test class.\n\n @author Marc Hagen <hello@marchagen.nl>\n,Ovo je klasa koja ispituje šablon za incident. ,"class IncidentTemplateTest extends AbstractApiTestCase{    public function test_can_get_all_incident_templates()    {        $templates = factory(IncidentTemplate::class, 3)->create();        $response = $this->json('GET', '/api/v1/incidents/templates');        $response->assertJsonFragment(['id' => $templates[0]->id]);        $response->assertJsonFragment(['id' => $templates[1]->id]);        $response->assertJsonFragment(['id' => $templates[2]->id]);        $response->assertStatus(200);    }    public function test_cannot_get_invalid_incident_template()    {        $response = $this->json('GET', '/api/v1/incidents/templates/1');        $response->assertStatus(404);    }}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,CachetHQ_Cachet_SmokeTest_1199, This is the smoke test class.\n\n @author James Brooks <james@alt-three.com>\n,Ovo je klasa za smoke testiranje.,"class SmokeTest extends AbstractTestCase{    use DatabaseMigrations;    public function test_setup_page()    {        $this->get('/setup')->assertStatus(200);    }    public function test_status_page()    {        $this->configureApp();        $this->get('/')->assertStatus(200);    }    public function test_single_component_page()    {        $this->configureApp();        $this->get('/incidents/1')->assertStatus(200);    }    public function test_dashboard_auth_page()    {        $this->configureApp();        $this->get('/auth/login')->assertStatus(200);    }    protected function configureApp()    {        factory(Setting::class)->create([            'name'  => 'app_name',            'value' => 'Cachet Test Suite',        ]);        $component = factory(Component::class)->create();        $incident = factory(Incident::class)->create([            'component_id' => $component->id,        ]);    }}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,CachetHQ_Cachet_TestListener_1203, A failure occurred.\n,Prijavi grešku.,"    public function addFailure(Test $test, AssertionFailedError $e, float $time): void    {        //    }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,CachetHQ_Cachet_TestListener_1205, Risky test.\n,Dodaj riskantan test.,"    public function addRiskyTest(Test $test, \Throwable $t, float $time): void    {        //    }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,CachetHQ_Cachet_TestListener_1206, Skipped test.\n,Dodaj skipped test.,"    public function addSkippedTest(Test $test, \Throwable $t, float $time): void    {        //    }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,CachetHQ_Cachet_TestListener_1207, A test suite started.\n,Pokreni testni paket.,    public function startTestSuite(TestSuite $suite): void    {        //    },0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,CachetHQ_Cachet_TestListener_1208, A test suite ended.\n,Završi testni paket.,"    public function endTestSuite(TestSuite $suite): void    {        if ($suite->getName() !== 'Cachet Test Suite') {            return;        }        foreach (glob(__DIR__.'/../bootstrap/cache{,t}/*.php', GLOB_BRACE) as $file) {            unlink($file);        }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,CachetHQ_Cachet_TestListener_1209, A test started.\n,Pokreni test.,    public function startTest(Test $test): void    {        //    },0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,CachetHQ_Cachet_UpdateComponentGroupCommand_1171, Create a add component group command instance.\n\n @param \\CachetHQ\\Cachet\\Models\\ComponentGroup $group\n @param string                                 $name\n @param int                                    $order\n @param int                                    $collapsed\n @param int                                    $visible\n\n @return void\n,Kreiraj instancu naredbe za dodavanje grupe komponenata.,"    public function __construct(ComponentGroup $group, $name, $order, $collapsed, $visible)    {        $this->group = $group;        $this->name = $name;        $this->order = (int) $order;        $this->collapsed = $collapsed;        $this->visible = (int) $visible;    }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,CachetHQ_Cachet_helpers_1162, Darken a color.\n\n @param string $hex\n @param int    $percent\n\n @return string\n,Dohvati tamniju nijansu boje.,"    function color_darken($hex, $percent)    {        $hex = preg_replace('/[^0-9a-f]/i', '', $hex);        $new_hex = '#';        if (strlen($hex) < 6) {            $hex = $hex[0] + $hex[0] + $hex[1] + $hex[1] + $hex[2] + $hex[2];        }        for ($i = 0; $i < 3; $i++) {            $dec = hexdec(substr($hex, $i * 2, 2));            $dec = min(max(0, $dec + $dec * $percent), 255);            $new_hex .= str_pad(dechex($dec), 2, 0, STR_PAD_LEFT);        }        return $new_hex;    }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,DesignPatternsPHP_DesignPatternsPHP_AddMessageDateCommand_6667," Each concrete command is built with different receivers.\n There can be one, many or completely no receivers, but there can be other commands in the parameters.\n","Svaka konkretna naredba izgrađena je sa različitim prijemnicima. Moguće je proslediti jedan, više ili nijedan prijemnik kao parametar funkcije. Takođe mogu se javiti i druge komande kao parametri funkcije.",    public function __construct(private Receiver $output)    {    },0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,DesignPatternsPHP_DesignPatternsPHP_AddMessageDateCommand_7426, Undo the command and make receiver to disable displaying messages date.\n,Poništi poslednju komandu i napravi prijemnik koji će da onemogući prikazivanje datuma poruke.,"    public function undo()    {        // sometimes, there is no receiver and this is the command which        // does all the work        $this->output->disableDate();    }",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,DesignPatternsPHP_DesignPatternsPHP_EBookAdapter_6689, This class makes the proper translation from one interface to another.\n,Ova klasa omogućava odgovarajuću tranziciju iz jednog interfejsa u drugi.,    public function open()    {        $this->eBook->unlock();    },0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
