pair_id,comment,Komentar_2,code,"upit
","pretvaranje int u string
","red sa prioritetom
","pretvaranje string u datum
","sortiranje string liste
","čuvanje liste u datoteku
","postgresql konekcija
","konfuziona matrica
","postavljanje radnog direktorijuma
","grupisanje po izbrojanim podacima
","binomna raspodela
","aes šifrovanje
","linearna regresija
","vreme tolerisanja za prijem na soketu
","upisivanje u csv datoteku
","pretvaranje decimalnog u heksadecimalni broj
","izvoz podataka u excel
","dijagram rasejanja
","pretvaranje json u csv
","lepo ispiši json
","zamena delova datoteke
","klasterizacija metodom k-srednjih vrednosti
","povezivanje na sql server
","html šifrovan string
","određivanje proteklog vremena korišćenjem časovnika
","parsiranje binarne datoteke u prilagođenu klasu
","dohvatanje trenutne ip adrese
","pretvaranje int u bool
","isčitavanje tekstualne datoteke liniju po liniju
","dohvatanje putanje izvršavanja
","odprema json datoteke pomoću HttpClient POST zahteva
","dohvatanje unutrašnjeg svojstva html taga
","pretvaranje string u broj
","formatiranje datuma
","nepromenjivi (readonly) niz
","filtriranje niza
","mapa u json
","parsiranje json datoteke
","dohvati trenutnu vrednost posmatrača
","dohvati naziv za vrednost enumerisanog tipa podatka
","šifriraj url
","kreiraj kolačić
","kako isprazniti niz
","kako dohvatiti današnji datum
","kako štiklirati checkbox
","inicijalizacija niza
","kako obrnuti string
","pročitaj svojstva datoteke
","prekopiraj u klibord
","pretvaranje html stranice u pdf
","konverzija json u xml datoteku
","kako nasumično izabrati broj
","normalna raspodela
","Nelder-Mead optimizacija
","hashset za određivanje broja različitih elemenata
","kako dohvatiti naziv tabele iz baze
","deserializacija json-a
","pronađi int unutar stringa
","dohvatanje jedinstvenog identifikatora trenutnog procesa
","regex ne razlikuje velika i mala slova
","prilagođeni http odgovor greške
","kako odrediti da li je string valida reč
","zamena http entiteta
","sakrij atribute datoteke
","sortiraj više nizova na osnovu redosleda drugih sortiranih nizova
","levenshteinova slicnost stringova
","kako dohvatiti html kod sa veb sajta
","baferisano čitanje teksta čitačem fajlova
","aes šifrovanje u ctr načinu rada
","matrica množenja
","štampanje rezimea modela
","jedinstveni elementi
","izvlačenje podataka iz sadržaja html koda
","toplotna mapa iz 3d koordinata
","dohvatanje svih roditelja xml čvora
","kako rekurzivno raspakovati zip datoteku
","podvuci tekst u label vidžetu
","raspakivanje velikih datoteka
","kopiranje putanje fajla
","dohvati opis http statusnog koda
","nasumično izvuci x stavki iz liste
","konvertuj string datum u yyyymmdd format
","pretvoriti utc vreme u epohu
","sve permutacije liste
","izvuci geografsku širinu i dužinu iz datog unosa
","kako proveriti da je checkbox štikliran
","pretvoriti uint8 niz u sliku
","memoizacija na disk - persistentna memoizacija
","parsiranje argumenata komandne linije
","kako pročitati sadržaj iz .gz zapakovanog fajla
","slanje binarnih podataka preko seriske veze
","otpakovanje podataka iz tekstualne datoteke
","pozicije podstingova u stringu
","čitanje elemenata iz html-a - <td>
","oduzimanje medijana iz svake kolone
","uklanjanja zaglavlja prilikom spajanja nekoliko datoteka
","parsiranje query stringa u url-u
","rangiranje fazi članova na osnovu stepena podudaranja
","izlaz u html datoteku
",kako efikasno pročitati .csv datoteku
markrogoyski_math-php_Advanced_3370," Lucas numbers\n Every number is the sum of its two immediate previous terms.\n Similar to Fibonacci numbers except the base cases differ.\n https://en.wikipedia.org/wiki/Lucas_number\n\n L₀ = 2\n L₁ = 1\n Lᵢ = Lᵢ₋₁ + Lᵢ₋₂\n\n Example:\n  n = 6\n  Sequence:    2, 1, 3, 4, 7, 11\n  Array index: 0, 1, 2, 3, 4, 5\n\n @param  int $n How many numbers in the sequence\n\n @return array Indexed from 0\n", Lucas numbers,"    public static function lucasNumber(int $n): array    {        $lucas = [];        // Bad input; return empty list        if ($n <= 0) {            return $lucas;        }        // Base case (n = 1): L₀ = 2        $lucas[] = 2;        if ($n === 1) {            return $lucas;        }        // Base case (n = 2): , L₀ = 2L₁ = 1        $lucas[] = 1;        if ($n === 2) {            return $lucas;        }        // Standard iterative case: Lᵢ = Lᵢ₋₁ + Lᵢ₋₂        for ($i = 2; $i < $n; $i++) {            $lucas[$i] = $lucas[$i - 1] + $lucas[$i - 2];        }        return $lucas;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Advanced_3371," Pell numbers\n The denominators of the closest rational approximations to the square root of 2.\n https://en.wikipedia.org/wiki/Pell_number\n\n P₀ = 0\n P₁ = 1\n Pᵢ = 2Pᵢ₋₁ + Pᵢ₋₂\n\n Example:\n  n = 6\n  Sequence:    0, 1, 2, 5, 12, 29\n  Array index: 0, 1, 2, 3, 4,  5\n\n @param  int $n How many numbers in the sequence\n\n @return array Indexed from 0\n", Pell numbers,"    public static function pellNumber(int $n): array    {        $pell = [];        // Bad input; return empty list        if ($n <= 0) {            return $pell;        }        // Base case (n = 1): P₀ = 0        $pell[] = 0;        if ($n === 1) {            return $pell;        }        // Base case (n = 2): P₀ = 0, P₁ = 1        $pell[] = 1;        if ($n === 2) {            return $pell;        }        // Standard iterative case: Pᵢ = 2Pᵢ₋₁ + Pᵢ₋₂        for ($i = 2; $i < $n; $i++) {            $pell[$i] = 2 * $pell[$i - 1] + $pell[$i - 2];        }        return $pell;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Advanced_3374," Hexagonal numbers\\n Figurate numbers that represent hexagons.\\n https://en.wikipedia.org/wiki/Hexagonal_number\\n\\n      2n × (2n - 1)\\n hn = -------------\\n           2\\n\\n Example:\\n  n = 6\\n  Sequence:    1, 6, 15, 28, 45, 66\\n  Array index: 1, 2, 3,  4,  5,  6\\n\\n @param  int $n How many numbers in the sequence\\n\\n @return array Indexed from 1\\n", Hexagonal numbers,    public static function hexagonalNumber(int $n): array    {        $hexagonal = [];        // Bad input; return empty list        if ($n <= 0) {            return $hexagonal;        }        // Standard case for hn: (2n × (2n - 1)) / 2        for ($i = 1; $i <= $n; $i++) {            $hexagonal[$i] = ((2 * $i) * (2 * $i - 1)) / 2;        }        return $hexagonal;    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Advanced_3376," Look-and-say sequence (describe the previous term!)\\n (Sequence A005150 in the OEIS)\\n\\n 1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, ...\\n\\n To generate a member of the sequence from the previous member,\\n read off the digits of the previous member, counting the number of\\n digits in groups of the same digit.\\n\\n 1 is read off as ""one 1"" or 11.\\n 11 is read off as ""two 1s"" or 21.\\n 21 is read off as ""one 2, then one 1"" or 1211.\\n 1211 is read off as ""one 1, one 2, then two 1s"" or 111221.\\n 111221 is read off as ""three 1s, two 2s, then one 1"" or 312211.\\n\\n https://en.wikipedia.org/wiki/Look-and-say_sequence\\n https://oeis.org/A005150\\n\\n Example:\\n  n = 6\\n  Sequence:    1, 11, 21, 1211, 111221, 312211\\n  Array index: 1, 2,  3,  4,    5,      6\\n\\n @param  int $n How many numbers in the sequence\\n\\n @return array of strings indexed from 1\\n", Look-and-say sequence (describe the previous term!),"    public static function lookAndSay(int $n): array    {        if ($n <= 0) {            return [];        }        // Initialize        $list     = [1 => '1'];        $previous = '1';        // Base case        if ($n === 1) {            return $list;        }        for ($i = 2; $i <= $n; $i++) {            $sequence = """";            $count    = 1;            $len      = \strlen($previous);            for ($j = 1; $j < $len; $j++) {                if (\substr($previous, $j, 1) === \substr($previous, $j - 1, 1)) {                    $count++;                } else {                    $sequence .= $count . \substr($previous, $j - 1, 1);                    $count = 1;                }            }            $sequence .= $count . \substr($previous, $j - 1, 1);            $previous = $sequence;            $list[$i] = $sequence;        }        return $list;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Advanced_3377," Lazy caterer's sequence (central polygonal numbers)\\n Describes the maximum number of pieces of a circle that can be made with\\n a given number of straight cuts.\\n\\n https://en.wikipedia.org/wiki/Lazy_caterer%27s_sequence\\n https://oeis.org/A000124\\n\\n     n² + n + 2\\n p = ----------\\n          2\\n\\n Using binomial coefficients:\\n\\n         (n + 1)   (n)   (n)   (n)\\n p = 1 + (     ) = ( ) + ( ) + ( )\\n         (  2 )    (0)   (1)   (2)\\n\\n Example:\\n  n = 6\\n  Sequence:    1, 2, 4, 7, 11, 16, 22\\n  Array index: 0, 1, 2, 3, 4,  5,  6\\n\\n @param int $n How many numbers in the sequence\\n\\n @return array\\n", Lazy caterer's sequence (central polygonal numbers),    public static function lazyCaterers(int $n): array    {        if ($n < 0) {            return [];        }        $p = [];        for ($i = 0; $i < $n; $i++) {            $p[] = ($i ** 2 + $i + 2) / 2;        }        return $p;    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Advanced_3379," Perfect numbers\n @see https://oeis.org/A000396\n\n Example\n  n = 5\n  Sequence:    6, 28, 496, 8128, 33550336\n  Array index: 0, 1,  2,   3,    4\n\n @param  int $n\n\n @return array\n\n @throws OutOfBoundsException\n", Perfect numbers,"    public static function perfectNumbers(int $n): array    {        if ($n <= 0) {            return [];        }        if ($n <= 10) {            return \array_slice(self::PERFECT_NUMBERS, 0, $n);        }        throw new OutOfBoundsException(""Perfect numbers beyond the tenth are too large to compute"");    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_AlgebraTest_3651," Test data created with Python numpy.roots([a, b])\n @return array (a, b, root)\n"," Test data created with Python numpy.roots([a, b])","    public function dataProviderForLinear(): array    {        return [            [-1, 0, 0],            [1, 0, 0],            [5, 0, 0],            [1, 1, -1],            [-1, 1, 1],            [1, -1, 1],            [-1, -1, -1],            [1, 2, -2],            [-1, 2, 2],            [1, -2, 2],            [-1, -2, -2],            [2, 4, -2],            [-2, 4, 2],            [2, -4, 2],            [-2, -4, -2],            [0.5, 1, -2],            [-0.5, 1, 2],            [0.5, -1, 2],            [-0.5, -1, -2],            [1, 0.5, -0.5],            [-1, 0.5, 0.5],            [1, -0.5, 0.5],            [-1, -0.5, -0.5],            [1, -3, 3],            [35, 8, -0.22857143],            [8, 35, -4.375],            [82376, 984398, -11.95005827],            [3.2, 2, -0.625],            [6.2, 8.7, -1.40322581],            [8.7, 6.2, -0.71264368],            [0.001, 3, -3000],        ];    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_AlgebraTest_3655, Many data examples from: http://www.themathpage.com/alg/quadratic-equations.htm\n, Many data examples from: http://www.themathpage.com/alg/quadratic-equations.htm,"    public function dataProviderForQuadratic(): array    {        return [            [2, 4, -4, [-1 - \sqrt(3), -1 + \sqrt(3)]],            [1, -3, -4, [-1, 4]],            [1, 1, -4, [-2.56155281280883, 1.56155281280883]],            [1, 0, -4, [-2, 2]],            [6, 11, -35, [-7 / 2, 5 / 3]],            [1, 0, -48, [-4 * \sqrt(3), 4 * \sqrt(3)]],            [1, -7, 0, [0, 7]],            [5, 6, 1, [-1, -0.2]],            [1, 2, -8, [-4, 2]],            [1, 2, -3, [-3, 1]],            [1, -12, 36, [6, 6]],            [2, 9, -5, [-5, 1 / 2]],            [1, -3, 2, [1, 2]],            [1, 7, 12, [-4, -3]],            [1, 3, -10, [-5, 2]],            [1, -1, -30, [-5, 6]],            [2, 7, 3, [-3, -1 / 2]],            [3, 1, -2, [-1, 2 / 3]],            [1, 12, 36, [-6, -6]],            [1, -2, 1, [1, 1]],            [1, -5, 0, [0, 5]],            [1, 1, 0, [-1, 0]],            [3, 4, 0, [-4 / 3, 0]],            [2, -1, 0, [0, 1 / 2]],            [1, 0, -3, [-sqrt(3), \sqrt(3)]],            [1, 0, -25, [-5, 5]],            [1, 0, -10, [-sqrt(10), \sqrt(10)]],            [1, -5, 6, [2, 3]],            [1, -8, 12, [2, 6]],            [3, 1, -10, [-2, 5 / 3]],            [2, -1, 0, [0, 1 / 2]],            [3, 5 / 2, -3, [-3 / 2, 2 / 3]],            [5, 11 / 2, -3, [-3 / 2, 2 / 5]],            [5, -11 / 3, -4, [-3 / 5, 4 / 3]],            [1, 1, -20, [-5, 4]],            [1, -3, -18, [-3, 6]],            [2, -5, -3, [-1 / 2, 3]],        ];    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_AlgebraTest_3665, Calculator used to generate and validate examples: http://www.1728.org/cubic.htm\\n Some examples from: http://www.mash.dept.shef.ac.uk/Resources/web-cubicequations-john.pdf\\n Some examples from: https://trans4mind.com/personal_development/mathematics/polynomials/cardanoMethodExamples.htm\\n @return array\\n, Calculator used to generate and validate examples: http://www.1728.org/cubic.htm,"    public function dataProviderForCubic(): array    {        return [            // D < 0: Three real roots. Nice even numbers.            [1, 0, 0, 0, [0, 0, 0]],            [1, -6, 11, -6, [3, 1, 2]],            [1, -5, -2, 24, [4, -2, 3]],            [1, 0, -7, -6, [3, -2, -1]],            [1, -4, -9, 36, [4, -3, 3]],            [1, 3, -6, -8, [2, -4, -1]],            [1, 2, -21, 18, [3, -6, 1]],            [1, -7, 4, 12, [6, -1, 2]],            [1, 9, 26, 24, [-2, -4, -3]],            [1, 0, -19, -30, [5, -3, -2]],            [1, 2, -25, -50, [5, -5, -2]],            [1, 6, 11, 6, [-1, -3, -2]],            [1, 4, 1, -6, [1, -3, -2]],            [2, 9, 3, -4, [0.5, -4, -1]],            [2, -4, -22, 24, [4, -3, 1]],            [2, 3, -11, -6, [2, -3, -1 / 2]],            [2, -9, 1, 12, [4, -1, 1.5]],            [2, -3, -5, 6, [2, -1.5, 1]],            [3, -1, -10, 8, [4 / 3, -2, 1]],            [6, -5, -17, 6, [2, -1.5, 1 / 3]],            [45, 24, -7, -2, [1 / 3, -2 / 3, -0.2]],            [-1, -1, 22, 40, [5, -4, -2]],            [-1, 0, 19, -30, [3, -5, 2]],            [-1, 6, -5, -12, [4, -1, 3]],            // D < 0: Three real roots. Floats.            [1, 6, 3, -5, [0.66966384064222, -5.24655136455856, -1.42311247608366]],            [1, 4, 1, -5, [0.9122291784844, -3.198691243516, -1.7135379349684]],            [1, -4, -6, 5, [5, -1.61803398874989, 0.61803398874989]],            [1, -3, -1, 1, [3.21431974337754, -0.67513087056665, 0.46081112718911]],            [1, -2, -6, 4, [3.41421356237309, -2, 0.58578643762691]],            [1, 1, -16, 0, [3.53112887414927, -4.53112887414927, 0]],            [2, -3, -22, 24, [3.62221312679243, -3.16796177749228,  1.04574865069985]],            [2, -2, -22, 24, [3.2488979294409, -3.35109344639606,  1.10219551695516]],            [1000, -1254, -496, 191, [1.49979930548345, -0.50033136443491, 0.25453205895145]],            // D = 0: All real roots--at least two are equal. Nice even numbers.            [1, -5, 8, -4, [2, 1, 2]],            [1, -3, 3, -1, [1, 1, 1]],            [1, 3, 3, 1, [-1, -1, -1]],            [1, 2, -20, 24, [2, -6, 2]],            [64, -48, 12, -1, [0.25, 0.25, 0.25]],        ];    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Algebra_2488," Greatest common divisor - recursive Euclid's algorithm\\n The largest positive integer that divides the numbers without a remainder.\\n For example, the GCD of 8 and 12 is 4.\\n https://en.wikipedia.org/wiki/Greatest_common_divisor\\n\\n gcd(a, 0) = a\\n gcd(a, b) = gcd(b, a mod b)\\n\\n @param  int $a\\n @param  int $b\\n\\n @return int\\n", Greatest common divisor - recursive Euclid's algorithm,"    public static function gcd(int $a, int $b): int    {        // Base cases        if ($a == 0) {            return $b;        }        if ($b == 0) {            return $a;        }        // Recursive case        return Algebra::gcd($b, $a % $b);    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Algebra_2491," Get factors of an integer\\n The decomposition of a composite number into a product of smaller integers.\\n https://en.wikipedia.org/wiki/Integer_factorization\\n\\n Algorithm:\\n - special case: if x is 0, return [\\\\INF]\\n - let x be |x|\\n - push on 1 as a factor\\n - prime factorize x\\n - build sets of prime powers from primes\\n - push on the product of each set\\n\\n @param  int $x\\n @return array of factors\\n\\n @throws Exception\\\\OutOfBoundsException if n is < 1\\n", Get factors of an integer,"    public static function factors(int $x): array    {        // 0 has infinite factors        if ($x === 0) {            return [\INF];        }        $x       = \abs($x);        $factors = [1];        // Prime factorize x        $primes = Integer::primeFactorization($x);        // Prime powers from primes        $sets       = [];        $current    = [];        $map        = [];        $exponents  = \array_count_values($primes);        $limit      = 1;        $count      = 0;        foreach ($exponents as $prime => $exponent) {            $map[]        = $prime;            $sets[$prime] = [1, $prime];            $primePower   = $prime;            for ($n = 2; $n <= $exponent; ++$n) {                $primePower *= $prime;                $sets[$prime][$n] = $primePower;            }            $limit *= \count($sets[$prime]);            if ($count === 0) { // Skip 1 on the first prime                $current[] = \next($sets[$prime]);            } else {                $current[] = 1;            }            ++$count;        }        // Multiply distinct prime powers together        for ($i = 1; $i < $limit; ++$i) {            $factors[] = \array_product($current);            for ($i2 = 0; $i2 < $count; ++$i2) {                $current[$i2] = \next($sets[$map[$i2]]);                if ($current[$i2] !== false) {                    break;                }                $current[$i2] = \reset($sets[$map[$i2]]);            }        }        \sort($factors);        return $factors;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_Algebra_2492," Linear equation of one variable\n An equation having the form: ax + b = 0\n where x represents an unknown, or the root of the equation, and a and b represent known numbers.\n https://en.wikipedia.org/wiki/Linear_equation#One_variable\n\n ax + b = 0\n\n     -b\n x = --\n      a\n\n No root exists for a = 0, as a(0) + b = b\n\n @param float $a a of ax + b = 0\n @param float $b b of ax + b = 0\n\n @return float|null Root of the linear equation: x = -b / a\n", Linear equation of one variable,"    public static function linear(float $a, float $b): ?float    {        if ($a == 0) {            return null;        }        return -$b / $a;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_ArbitraryInteger_2546, Create a random ArbitraryInteger\n\n @param int $bytes\n\n @return Number\\ArbitraryInteger\n\n @throws Exception\\BadParameterException\n @throws Exception\\IncorrectTypeException\n, Create a random ArbitraryInteger,"    public static function rand(int $bytes): Number\ArbitraryInteger    {        if ($bytes <= 0) {            throw new Exception\BadParameterException('Cannot produce a random number with zero or negative bytes.');        }        return Number\ArbitraryInteger::fromBinary(\random_bytes($bytes), \mt_rand(0, 1) === 0);    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_ArbitraryInteger_2894, Construct from binary factory method\n\n @param  string $value\n @param  bool   $positive\n\n @return ArbitraryInteger\n\n @throws Exception\\BadParameterException\n @throws Exception\\IncorrectTypeException\n, Construct from binary factory method,"    public static function fromBinary(string $value, bool $positive): ArbitraryInteger    {        $result = new ArbitraryInteger(0);        $result->setVariables($value, $positive);        return $result;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_ArbitraryInteger_2895, Zero value: 0\\n\\n @return ArbitraryInteger\\n, Zero value: 0,    public static function createZeroValue(): ObjectArithmetic    {        return new ArbitraryInteger(0);    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_ArbitraryInteger_2896, Directly set the class properties\\n\\n @param string $value\\n @param bool   $positive\\n, Directly set the class properties,"    protected function setVariables(string $value, bool $positive)    {        $value = \ltrim($value, \chr(0));        if ($value == '') {            $value = \chr(0);        }        $this->base256  = $value;        $this->isPositive = $positive;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_ArbitraryInteger_2898, Convert ArbitraryInteger to a float\n\n @return float\n, Convert ArbitraryInteger to a float,    public function toFloat(): float    {        $number      = \str_split(\strrev($this->base256));        $place_value = 1;        $float       = \ord($number[0]);        unset($number[0]);        foreach ($number as $digit) {            $place_value *= 256;            $float       += \ord($digit) * $place_value;        }        return \floatval($float) * ($this->isPositive ? 1 : -1);    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_ArbitraryInteger_2899, Return the number as a binary string\n\n @return string\n, Return the number as a binary string,    public function toBinary(): string    {        return $this->base256;    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markrogoyski_math-php_ArbitraryInteger_2901, is the number positive?\n @return bool\n, is the number positive?,    public function isPositive(): bool    {        return $this->isPositive;    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
