pair_id,comment,Komentar,code,"1
","2
","3
","4
","5
","6
",7,"8
","9
","10
","11
","12
","13
","14
","15
","16
","17
","18
","19
","20
","21
","22
","23
","24
","25
","26
","27
","28
","29
","30
","31
","32
","33
","34
","35
","36
","37
","38
","39
","40
",41,"42
","43
","44
","45
","46
","47
","48
","49
","50
","konverzija json u xml datoteku
","kako nasumiƒçno izabrati broj
","normalna raspodela
","Nelder-Mead optimizacija
","hashset za odreƒëivanje broja razliƒçitih elemenata
","kako dohvatiti naziv tabele iz baze
","deserializacija json-a
","pronaƒëi int unutar stringa
","dohvatanje jedinstvenog identifikatora trenutnog procesa
","regex ne razlikuje velika i mala slova
","prilagoƒëeni http odgovor gre≈°ke
","kako odrediti da li je string valida reƒç
","zamena http entiteta
","sakrij atribute datoteke
","sortiraj vi≈°e nizova na osnovu redosleda drugih sortiranih nizova
","levenshteinova slicnost stringova
","kako dohvatiti html kod sa veb sajta
","baferisano ƒçitanje teksta ƒçitaƒçem fajlova
","aes ≈°ifrovanje u ctr naƒçinu rada
","matrica mno≈æenja
","≈°tampanje rezimea modela
","jedinstveni elementi
","izvlaƒçenje podataka iz sadr≈æaja html koda
","toplotna mapa iz 3d koordinata
","dohvatanje svih roditelja xml ƒçvora
","kako rekurzivno raspakovati zip datoteku
","podvuci tekst u label vid≈æetu
","raspakivanje velikih datoteka
","kopiranje putanje fajla
","dohvati opis http statusnog koda
","nasumiƒçno izvuci x stavki iz liste
","konvertuj string datum u yyyymmdd format
","pretvoriti utc vreme u epohu
","sve permutacije liste
","izvuci geografsku ≈°irinu i du≈æinu iz datog unosa
","kako proveriti da je checkbox ≈°tikliran
","pretvoriti uint8 niz u sliku
","memoizacija na disk - persistentna memoizacija
","parsiranje argumenata komandne linije
","kako proƒçitati sadr≈æaj iz .gz zapakovanog fajla
","slanje binarnih podataka preko seriske veze
","otpakovanje podataka iz tekstualne datoteke
","pozicije podstingova u stringu
","ƒçitanje elemenata iz html-a - <td>
","oduzimanje medijana iz svake kolone
","uklanjanja zaglavlja prilikom spajanja nekoliko datoteka
","parsiranje query stringa u url-u
","rangiranje fazi ƒçlanova na osnovu stepena podudaranja
","izlaz u html datoteku
",kako efikasno proƒçitati .csv datoteku
BookStackApp_BookStack_Favourite_757, Get the related model that can be favourited.\n, Vra?a povezani model koji moûe biti favorizovan. ,    public function favouritable(): MorphTo    {        return $this->morphTo();    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BookStackApp_BookStack_Tag_758, Get the entity that this tag belongs to\n, Vra?a entitet kojem ovaj tag pripada ,    public function entity(): MorphTo    {        return $this->morphTo('entity');    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_2015_01_05_201324_CreateComponentGroupsTable_1177, Reverse the migrations.\n, Preokrenuti migraciju.,    public function down()    {        Schema::drop('component_groups');    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_2015_01_05_202446_CreateIncidentTemplatesTable_1180, Run the migrations.\n, Pokrenuti migraciju.,"    public function up()    {        Schema::create('incident_templates', function (Blueprint $table) {            $table->engine = 'InnoDB';            $table->increments('id');            $table->string('name');            $table->string('slug');            $table->longText('template');            $table->timestamps();            $table->softDeletes();        });    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_2015_01_05_202446_CreateIncidentTemplatesTable_1181, Reverse the migrations.\n, Preokrenuti migraciju.,    public function down()    {        Schema::drop('incident_templates');    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_2015_01_05_203014_CreateSettingsTable_1188, Run the migrations.\n, Pokrenuti migraciju.,"    public function up()    {        Schema::create('settings', function (Blueprint $table) {            $table->engine = 'InnoDB';            $table->increments('id');            $table->string('name');            $table->longText('value');            $table->timestamps();        });    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_2015_01_05_203014_CreateSettingsTable_1189, Reverse the migrations.\n, Preokrenuti migraciju.,    public function down()    {        Schema::drop('settings');    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_2015_01_05_203235_CreateSubscribersTable_1191, Reverse the migrations.\n, Preokrenuti migraciju.,    public function down()    {        Schema::drop('subscribers');    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_2015_01_05_203341_CreateUsersTable_1192, Run the migrations.\n, Pokrenuti migraciju.,"    public function up()    {        Schema::create('users', function (Blueprint $table) {            $table->engine = 'InnoDB';            $table->increments('id');            $table->string('username');            $table->string('password');            $table->rememberToken();            $table->string('email');            $table->string('api_key');            $table->boolean('active')->default(1);            $table->tinyInteger('level')->default(2);            $table->timestamps();            $table->index('remember_token');            $table->index('active');            $table->unique('username');            $table->unique('api_key');            $table->unique('email');        });    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_AbstractApiTestCase_1212, Become a user.\n\n @return $this\n, Postani korisnik.,"    protected function beUser()    {        $this->user = factory(User::class)->create([            'username' => 'cachet-test',        ]);        $this->be($this->user);        return $this;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_AbstractTestCase_1195, Set up the needed configuration to be able to run the tests.\n\n @return \\CachetHQ\\Tests\\Cachet\\AbstractTestCase\n, Podeöavanje potrebne konfiguracije za pokretanje testova. ,"    protected function setupConfig()    {        $env = $this->app->environment();        $repo = $this->app->make(Repository::class);        $cache = $this->app->make(Cache::class);        $loaded = $cache->load($env);        if ($loaded === false) {            $loaded = $repo->all();            $cache->store($env, $loaded);        }        $settings = array_merge($this->app->config->get('setting'), $loaded);        $this->app->config->set('setting', $settings);        return $this;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_AnalysisTest_1196, This is the analysis test class.\n\n @author Graham Campbell <graham@alt-three.com>\n @author James Brooks <james@alt-three.com>\n, Ovo je klasa za analizu testa. ,"class AnalysisTest extends TestCase{    use AnalysisTrait;    /**     * Get the code paths to analyze.     *     * @return string[]     */    protected function getPaths()    {        return [            realpath(__DIR__.'/../app'),            realpath(__DIR__.'/../bootstrap'),            realpath(__DIR__.'/../config'),            realpath(__DIR__.'/../database'),            realpath(__DIR__),        ];    }}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_ComponentGroupTest_1214, Set up the needed data for the tests.\n\n @return $this\n, Podeöavanje potrebnih podataka za testove. ,"    protected function createComponentGroups()    {        $this->createComponentGroup(self::COMPONENT_GROUP_1_NAME, ComponentGroup::VISIBLE_GUEST)            ->createComponentGroup(self::COMPONENT_GROUP_2_NAME, ComponentGroup::VISIBLE_AUTHENTICATED);        return $this;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_ComponentGroupTest_1215, Create a component group.\n\n Also attaches a creator if any given as a parameter or exists in the test class.\n\n @param string $name\n @param string $visible\n\n @return $this\n, Kreiranje komponentne grupe.,"    protected function createComponentGroup($name, $visible)    {        factory(ComponentGroup::class)            ->create(['name' => $name, 'visible' => $visible]);        return $this;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_CreateComponentGroupCommand_1167, This is the create component group command.\n\n @author James Brooks <james@alt-three.com>\n, Ovo je komanda za kreiranje komponente grupe. ,"final class CreateComponentGroupCommand{    /**     * The component group name.     *     * @var string     */    public $name;    /**     * The component group description.     *     * @var int     */    public $order;    /**     * Is the component group collapsed?     *     * @var int     */    public $collapsed;    /**     * Is the component visible to public?     *     * @var int     */    public $visible;    /**     * The validation rules.     *     * @var string[]     */    public $rules = [        'name'      => 'required|string',        'order'     => 'required|int',        'collapsed' => 'required|int|between:0,4',        'visible'   => 'required|bool',    ];    /**     * Create a add component group command instance.     *     * @param string $name     * @param int    $order     * @param int    $collapsed     * @param int    $visible     *     * @return void     */    public function __construct($name, $order, $collapsed, $visible)    {        $this->name = $name;        $this->order = (int) $order;        $this->collapsed = $collapsed;        $this->visible = (int) $visible;    }}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_CreateComponentGroupCommand_1168, Create a add component group command instance.\n\n @param string $name\n @param int    $order\n @param int    $collapsed\n @param int    $visible\n\n @return void\n, Kreira instancu komande za dodavanje komponente grupe.,"    public function __construct($name, $order, $collapsed, $visible)    {        $this->name = $name;        $this->order = (int) $order;        $this->collapsed = $collapsed;        $this->visible = (int) $visible;    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_GeneralTest_1217, This is the general test class.\n\n @author James Brooks <james@alt-three.com>\n @author Graham Campbell <graham@alt-three.com>\n, Ovo je uopötena testna klasa. ,"class GeneralTest extends AbstractApiTestCase{    public function test_can_ping()    {        $response = $this->json('GET', '/api/v1/ping');        $response->assertStatus(200);        $response->assertHeader('Content-Type', 'application/json');        $response->assertJsonFragment(['data' => 'Pong!']);    }    public function test_see_error_page_for_unknown_endpoint()    {        $response = $this->json('GET', '/api/v1/not-found');        $response->assertStatus(404);        $response->assertHeader('Content-Type', 'application/json');    }    public function test_non_acceptable_content_type()    {        $response = $this->json('GET', '/api/v1/ping', [], ['HTTP_Accept' => 'text/html']);        $response->assertStatus(406);    }    public function test_can_get_system_status()    {        $response = $this->json('GET', '/api/v1/status');        $response->assertStatus(200)                 ->assertHeader('Cache-Control')                 ->assertJsonFragment([                     'data' => [                         'status'  => 'success',                         'message' => 'System operational',                     ],                 ]);    }    public function test_can_get_system_status_not_success()    {        factory(Component::class)->create([            'status' => 3,        ]);        $response = $this->json('GET', '/api/v1/status');        $response->assertStatus(200)                 ->assertHeader('Cache-Control')                 ->assertJsonFragment([                     'data' => [                         'status'  => 'info',                         'message' => 'The system is experiencing issues',                     ],                 ]);    }}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_RemoveComponentGroupCommand_1169, Create a new remove component group command instance.\n\n @param \\CachetHQ\\Cachet\\Models\\ComponentGroup $group\n\n @return void\n, Kreiranje nove instance komande za uklanjanje komponente grupe.,    public function __construct(ComponentGroup $group)    {        $this->group = $group;    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_RemoveIncidentCommand_1173, Create a new remove incident command instance.\n\n @param \\CachetHQ\\Cachet\\Models\\Incident $incident\n\n @return void\n, Kreiranje nove instance komande za uklanjanje incidenta.,    public function __construct(Incident $incident)    {        $this->incident = $incident;    },0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CachetHQ_Cachet_TestListener_1200, This is the test listener class.\n\n @author Connor S. Parks <connor@connorvg.tv>\n, Ovo je klasa za testni osluökiva?.,"class TestListener implements PHPUnitTestListener{    /**     * An error occurred.     */    public function addError(Test $test, \Throwable $t, float $time): void    {        //    }    /**     * A warning occurred.     */    public function addWarning(Test $test, Warning $e, float $time): void    {        //    }    /**     * A failure occurred.     */    public function addFailure(Test $test, AssertionFailedError $e, float $time): void    {        //    }    /**     * Incomplete test.     */    public function addIncompleteTest(Test $test, \Throwable $t, float $time): void    {        //    }    /**     * Risky test.     */    public function addRiskyTest(Test $test, \Throwable $t, float $time): void    {        //    }    /**     * Skipped test.     */    public function addSkippedTest(Test $test, \Throwable $t, float $time): void    {        //    }    /**     * A test suite started.     */    public function startTestSuite(TestSuite $suite): void    {        //    }    /**     * A test suite ended.     */    public function endTestSuite(TestSuite $suite): void    {        if ($suite->getName() !== 'Cachet Test Suite') {            return;        }        foreach (glob(__DIR__.'/../bootstrap/cache{,t}/*.php', GLOB_BRACE) as $file) {            unlink($file);        }    }",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
